parameter_id,name,value,units,constant,pbpko_class,chebi_ids
Expo_2,,0,mg_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00322,
C_0,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_1,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_2,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_3,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_4,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_5,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_6,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_7,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_8,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_9,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_10,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_11,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_12,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_13,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_14,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_15,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_16,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_17,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_18,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_19,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_20,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_26,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_27,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_0,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_1,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_2,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_3,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_4,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_5,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_6,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_7,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_8,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_9,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_10,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_11,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_12,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_13,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_14,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_15,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_16,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_17,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_18,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_0,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_1,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_2,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_3,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_4,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_5,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_6,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_7,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_8,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_9,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_10,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_11,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_12,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_13,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_14,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_15,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_16,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_17,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_18,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_foetus_22,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_0,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_1,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_2,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_3,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_4,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_5,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_6,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_7,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_8,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_9,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_10,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_11,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_12,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_13,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_14,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_15,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_16,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_17,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Cv_foetus_18,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_ven,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_art,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_milk,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_alv,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
C_exh_total,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
FracMet,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
FracMet2,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Vmax_liver,,0,mg_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00213,https://identifiers.org/CHEBI:35924; https://identifiers.org/CHEBI:36179
Vmax_lung,,0,mg_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00213,https://identifiers.org/CHEBI:35924; https://identifiers.org/CHEBI:36179
Vmax_kidney,,0,mg_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00213,https://identifiers.org/CHEBI:35924; https://identifiers.org/CHEBI:36179
Vmax_gut,,0,mg_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00213,https://identifiers.org/CHEBI:35924; https://identifiers.org/CHEBI:36179
Vmax_placenta,,0,mg_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00213,https://identifiers.org/CHEBI:35924; https://identifiers.org/CHEBI:36179
Kelim,,0,per_min,false,http://purl.obolibrary.org/obo/PBPKO_00237,https://identifiers.org/CHEBI:35924; https://identifiers.org/CHEBI:36179
Kscaled,,0,per_min,false,http://purl.obolibrary.org/obo/PBPKO_00237,
V_distribution,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
V_tidal,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
Freq_breath,,0,per_min,false,http://purl.obolibrary.org/obo/PBPKO_00237,
V_ds,,0,L,false,http://purl.obolibrary.org/obo/PBPKO_00103,
F_ds,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
F_pul,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
F_alv,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
F_stom2gut,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Temp_gut2faeces,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
F_gut2faeces,,0,dimensionless,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Ke_renal,,0,per_min,false,http://purl.obolibrary.org/obo/PBPKO_00237,
C_foetus_ven,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
Rate_Lact,,0,mg_per_min,false,http://purl.obolibrary.org/obo/PBPKO_00322,
Cv_27_val,,0,mg_per_L,false,http://purl.obolibrary.org/obo/PBPKO_00649,
